Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover,agt_dat,year,stage_label,description,PAX_Hyperlink,PDF_Hyperlink,PAX_Local_Hyperlink,local_search
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1983,2,Wadi Barada Agreement,2017-01-06,Multiparty signed/agreed,1.0,804,IntraLocal,Cea,Rel,"Residents of Wadi Barada.
Representative of the Syrian Government",,,SYR,,652,,299.0,,,,No,0,0,1,0,Y,Wadi Barada,Region,33.615001,36.181144,N,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Wadi Barada Agreement (2017-01-06),2017,Ceasefire,"Short 'surrender' type agreement between the residents of Wadi Barada and the Syrian Government of Bashir al-Asad. Agreement provides for: (1) the avoidance of conscription of military aged males for a 6-month period; (2) handover of medium and heavy weapons; (3) the evacuation of fighters not from Wadi Barada; (4) that the Syrian army will not enter homes but will set up checkpoints; (5) a return of locals to homes and jobs. Agreement does not contain an explicit cessation of hostilities clause, but this is implicated from the other areas of agreement.",https://pax.peaceagreements.org/agreements/1983/,https://pax.peaceagreements.org/media/documents/ag1983_5db0208d3b5b6.pdf,https://pax.peaceagreements.org/agreements/local/1983,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=133&search_type=advanced-local
Nigeria,Inter-group,152,Nigeria - local agreements,Africa (excl MENA),1911,2,"Agreement Reached this Day 7th of January, 2017 Between Agatu People of Benue State and Fulani Herdsmen of Nasarawa State of Nigeria",2017-01-06,Multiparty signed/agreed,2.0,1834,IntraLocal,SubComp,FrAg,"Agatu People of Benue State 
Fulani Herdsmen of Nasartawa State",,,NGA,,475,,,,,,No,0,0,1,0,N,Adapati Island,Smaller,7.867055,7.910455,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Agreement Reached this Day 7th of January, 2017 Between Agatu People of Benue State and Fulani Herdsmen of Nasarawa State of Nigeria (2017-01-06)",2017,"Framework-substantive, comprehensive","An agreement between two groups dealing with inter-communal conflict and providing for mutual access to Adepati Island, with provisions on access to grazing and fishing, and providing that the agreement may from time to time be monitored by the military.",https://pax.peaceagreements.org/agreements/1911/,https://pax.peaceagreements.org/media/documents/ag1911_5b2b9ec62a837.pdf,https://pax.peaceagreements.org/agreements/local/1911,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=152&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1994,2,"Agreement between Ahrar al-Sham (AAS) and Jund al-Aqsa, al-Fua'a, Idlib",2017-01-22,Multiparty signed/agreed,1.0,1678,IntraLocal,Cea,Rel,"1 – Harakat Ahrar al-Sham al-Islamiyya [Signed]
2 – Former Jund al-Aqsa [Signed]","Page 1, The following terms:
... 6 – Jabhat al-Nusra will be the guarantors for implementing the decisions of the unison Judicial Committee in this agreement.",,SYR,,652,,299.0,,,,No,0,0,1,0,N,,Region,35.814065,36.318833,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Agreement between Ahrar al-Sham (AAS) and Jund al-Aqsa, al-Fua'a, Idlib (2017-01-22)",2017,Ceasefire,Short ceasefire agreement between two opposition groups and guaranteed by Jabhat al-Nusra calling for a ceasefire; prisoner release; a return of captured territory; the formation of a judicial committee and a return of captured items.,https://pax.peaceagreements.org/agreements/1994/,https://pax.peaceagreements.org/media/documents/ag1994_5b43b4a3cbd45.pdf,https://pax.peaceagreements.org/agreements/local/1994,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,1953,2,"Agreement of Social Honour for the Tribes of Tarhūnah, and the Tribes of Ghriyān, Mashāshiyyah, al-Qal’ah, Yafrin, Jādū, Kābāw, Nālūt and Wāzin",2017-02-08,Multiparty signed/agreed,2.0,7898,IntraLocal,SubPar,MultIss,"The tribes of Tarhūnah, and the tribes of Ghriyān, Mashāshiyyah, al-Qal’ah, Yafrin, Jādū, Kābāw, Nālūt and Wāzin.  
1- Sālih Salim Fāndī  Coordinator of the Sheikh Council of Tarhūnah  2- Al-Nafīshī ‘Abd al-Salām ‘Abd al-Mā’i’  Member of the Sheikh Council of Tarhūnah  3- Al-Mukhtār ‘Alī Yūnis  President of the Social Communication Authority of Ghriyān  4- Al-Bahlūl al-Jiyāsh  Deputy President of the Communication Authority of Ghriyān  5- Muhammad Āhmad Āmuhammad Zuhmah  Member of the Consultative Council of Mashāshiyyah  6- ‘Abd al-Mawalī Ībrahīm Ābu Shūshah  Member of the Consultative Council of Mashāshiyyah  7- Mahī al-Din ‘Abd Āllah Ākhzām  Member of the City Council of al-Qal’ah  8- Āhsīn ‘Abd Āllah Āsulaymān  The Consultative Council of al-Qal’ah  9-  10- 11- ‘Abd al-Salām Sulaymān Mu’arif  Member of the City Council of Jādū  12- Yūsif Sāsī Zambīlah  Member of the Consultative Council of Jādū  13- Ma’yūf Mas’ūd Halāsah  Notable of Kābāw  14- Tāriq Sa’īd ‘Umar  Notable of Kābāw  15-  16-  17- Sālim Āmuhammad al-Faqī  President of the Council of Elders of Wāzin  18- Nūrī Āhmad ‘Āshūr  Notable of Wāzin",,,LBY,,620,,11346.0,,,,No,0,0,1,0,Y,"Tarhūnah, Ghriyān, Mashāshiyyah, al-Qal’ah, Yafrin, Jādū, Kābāw, Nālūt, Wāzin",Region,32.433465,13.63736,N,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,"Agreement of Social Honour for the Tribes of Tarhūnah, and the Tribes of Ghriyān, Mashāshiyyah, al-Qal’ah, Yafrin, Jādū, Kābāw, Nālūt and Wāzin (2017-02-08)",2017,"Framework-substantive, partial","Social contract agreement between nine Libyan tribes rejecting religious extremism and violence. Agreement consolidates common principles including common beliefs (Islam), rejection of violence, establishing a committee of Sheikhs, condemning the imprisoning of migrants on their way to Europe, and so forth.",https://pax.peaceagreements.org/agreements/1953/,https://pax.peaceagreements.org/media/documents/ag1953_5b367b4b89596.pdf,https://pax.peaceagreements.org/agreements/local/1953,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,1951,2,Points of Initial Agreement (Abu Salim Ceasefire),2017-02-25,Multiparty signed/agreed,1.0,1970,IntraLocal,Cea,Ceas,Council of Chairmen and the Abu Salim Municipal Council,"In attendance was H.E. the Minister of Defence and H.E. the Minister of Health, the  Director of Operations, the Head of the Presidential Guard and his assistants, the Director of Security for Tripoli, Leaders of Tripoli, Tawjura, Ayan Tarhounah, Gharyan, and the High Council for Reconciliation in Greater Tripoli.",,LBY,,620,,11346.0,,,,No,1,0,0,0,Y,Abu Salim Military Prison,Smaller,32.83355,13.173835,Y,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,Points of Initial Agreement (Abu Salim Ceasefire) (2017-02-25),2017,Ceasefire,"Short agreement mediated by local council in collaboration with Central Libyan actors regarding a ceasefire between two competing quasi-state armed groups. Agreement provides for the creation of a line of separation between the groups, managed by a force loyal to the Ministry of Defence (belonging to the Government of National Accord).",https://pax.peaceagreements.org/agreements/1951/,https://pax.peaceagreements.org/media/documents/ag1951_5b3679cb0457f.pdf,https://pax.peaceagreements.org/agreements/local/1951,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2073,2,"Resolutions drawn following a Dialogue Meeting between County Commissioners of Lujolo, Morobo, Otogo and Yei representing the Government of Yei River State and the Opposition Leaders of Lujolo, Morobo, Otogo and Yei Counties who have taken arms against the Government of South Sudan",2017-03-06,Multiparty signed/agreed,2.0,14330,IntraLocal,SubPar,MultIss,"The Commissioners of Yei River State:
Hon. Richard Remo Sore, Commissioner of Morobo
Hon. Denis LaSuba Paul, Commissioner of Yei River County
Hon. Martin Izzy Simon, Commissioner of Lujulo
Hon. Anthony Ande Wani, Commissioner of Otogo

For the Equatorians who have rebelled against the Government of Yei River State and South Sudan at large:
Colonel John Data Taban
Colonel Justin Guya Losu
Major Baiga Isaac Mokili
Major Ada Aloro Amule
Major Scopas Tabu Taban
Major Wani Jamaes Moro
Major Buga Moses Dada
Captain Dara Peter Lokolo
2nd Lt Mctre John D
2nd Lt Bosco Ayume Wani
Private Peter Moses
C.P Charles Mawa Rube
Taban Charles Wani – Field Coordinator","For the Elders of Koboko, Uganda:
Hon. George Ambe
Amule Muzamil

For the Evangelical Presbyterian Church representatives:
Bishop Elias Taban
Pastor Michael Alias
Rev. Mama Anngrace Asha Taban",,SSD,,626,,,,,,No,1,0,0,0,Y,Yei River State,Region,4.095337,30.67724,Y,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,"Resolutions drawn following a Dialogue Meeting between County Commissioners of Lujolo, Morobo, Otogo and Yei representing the Government of Yei River State and the Opposition Leaders of Lujolo, Morobo, Otogo and Yei Counties who have taken arms against the Government of South Sudan (2017-03-06)",2017,"Framework-substantive, partial","In this document that resulted from a meeting regarding the rebellion of some segments of the military against counties in South Sudan, the opposing sides meet under the auspices of the Evangelical Presbyterian Church, and in the presence of Elders of Koboko (Uganda - where many of the local population are as refugees) and decide to pursue a peaceful solution to the conflict.",https://pax.peaceagreements.org/agreements/2073/,https://pax.peaceagreements.org/media/documents/ag2073_5c9cf6070ce9c.pdf,https://pax.peaceagreements.org/agreements/local/2073,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=151&search_type=advanced-local
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,2436,6,Signed agreement presented by the Russian officials to opposition in al-Waer,2017-03-08,Unilateral document,1.0,2109,IntraLocal,Cea,CeaMix,"The Operation Room of al-Waer Neighbourhood:
. Commander of the military mission
. Commander of the group                              
. Commander of the area 

The Russian Centre for Reconciliation",,,SYR,,652,,299.0,,,,No,1,0,0,0,Y,al-Waer neighbourhood,Smaller,34.747192,36.669832,N,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Signed agreement presented by the Russian officials to opposition in al-Waer (2017-03-08),2017,Ceasefire,Template agreement prepared by Russian officials and annotated by hand by a local opposition armed group that pledges to join a peaceful settlement for the national conflict and cease attacks on the Syrian army.,https://pax.peaceagreements.org/agreements/2436/,https://pax.peaceagreements.org/media/documents/ag2436_6298ab8fd4873.pdf,https://pax.peaceagreements.org/agreements/local/2436,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=133&search_type=advanced-local
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,2437,6,Final signed agreement for al-Waer,2017-03-13,Multiparty signed/agreed,2.0,3837,IntraLocal,Cea,CeaMix,"Representatives of al-Waer Neighbourhood  
Representatives of the Security Committee in Homs Governorate 
The Russian side",,,SYR,,652,,299.0,,,,No,1,0,0,0,Y,al-Waer neighbourhood,Smaller,34.740858,36.670604,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,Final signed agreement for al-Waer (2017-03-13),2017,Ceasefire,"Final agreement of a long negotiation process for al-Waer neighbourhood in the city of Homs. The agreement provides for the renewal of a ceasefire, a settlement programme that includes DDR and an amnesty for defectors of the Syrian army. The agreement also organises the evacuation of opposition fighters under the supervision of the Russian army, and includes the lifting of checkpoints.",https://pax.peaceagreements.org/agreements/2437/,https://pax.peaceagreements.org/media/documents/ag2437_6298ab686a746.pdf,https://pax.peaceagreements.org/agreements/local/2437,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=133&search_type=advanced-local
Libya,Government,70,Libyan peace process,Middle East and North Africa,1952,2,Statement on the Current Events in the Capital Tripoli,2017-03-15,Multiparty signed/agreed,1.0,1946,IntraLocal,Cea,Ceas,"The Presidential Council, the Defence Minister, the Interior Minister, the Command of the Presidential Guard, all the deans of the municipalities of Misurata, Central Tripoli and Souq al-Juma’a, the Security Director of Tripoli, the Command of the Military Area of Tripoli, the Supreme Council for Reconciliation of Greater Tripoli, the Council of Elders for Consultation and Reform of the Municipality of Misurata and a number of commanders of the brigades of Tripoli and Misurata.",,,LBY,,620,,11346.0,,,,No,1,0,0,0,Y,Tripoli,City,32.886894,13.188079,Y,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,Statement on the Current Events in the Capital Tripoli (2017-03-15),2017,Ceasefire,"Ceasefire agreement between rival factions in Tripoli. The agreement itself is backed by the Government of National Assembly in Tripoli. Agreement calls for an immediate ceasefire, and assigns various Brigades loyal to the Ministry of Defence to secure the city. An implementation committee is formed consisting of of the two Ministries of Interior and Defence within 30 days.",https://pax.peaceagreements.org/agreements/1952/,https://pax.peaceagreements.org/media/documents/ag1952_5b43a5d4ee2de.pdf,https://pax.peaceagreements.org/agreements/local/1952,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=70&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,1954,2,Reconciliation Agreement between Tebu and Awlad Sulaymen,2017-03-29,Multiparty signed/agreed,2.0,3419,IntraLocal,SubPar,MultIss,"Al-Zaylawi Mina Salih Qilma 
Sheikh of the Tebu Tribe 

Al-Sanusi Mas’ud Amr 
President of the Shurah Council of the Awlad Sulayman Tribe 

M. Abd al-Salaam S’ad Kaajmaan 
Deputy of the Presidential Council of the GNA 

Mr. Marco Minetti 
Foreign Minister of the Italian Republic",,,LBY,,620,,11346.0,,,,No,1,0,0,0,Y,Sabha,Region,27.040306,14.42571,Y,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,Reconciliation Agreement between Tebu and Awlad Sulaymen (2017-03-29),2017,"Framework-substantive, partial","Reconciliation agreement underwritten by Italy providing for reparations, the departure of armed groups, the right to work in public services, the opening of Sabha Airport, and the lifting of social protection of wanted persons.",https://pax.peaceagreements.org/agreements/1954/,https://pax.peaceagreements.org/media/documents/ag1954_5b367c29ac8bb.pdf,https://pax.peaceagreements.org/agreements/local/1954,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2158,2,Agreement between Hayat Tahrir al-Sham (HTS) and Free Idlib Army on the issue of Col. Ali Al Samahi,2017-04-06,Multiparty signed/agreed,1.0,1129,IntraLocal,SubPar,MultIss,"Col. Tayseer al-Samahi for the Free Idlib Army [Signed]
Abu al-Saad al-Suri for Hayat Tahrir al-Sham [Signed]",,,SYR,,652,,299.0,,,,No,0,0,1,0,N,Khan Al Subul checkpoint,Smaller,35.748312,36.753173,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Agreement between Hayat Tahrir al-Sham (HTS) and Free Idlib Army on the issue of Col. Ali Al Samahi (2017-04-06),2017,"Framework-substantive, partial","Agreement to form a sharia court and adjudicate on the killing of Col. Ali al-Samahi at the Khan al-Subul checkpoint. Also agrees to release detainees; handover of seized belongings, vehicles, etc. by both sides. Parties further agree to remove checkpoints and other 'manifestations' of tension and hand over wanted members from their groups.",https://pax.peaceagreements.org/agreements/2158/,https://pax.peaceagreements.org/media/documents/ag2158_5ca4bfe353f1e.pdf,https://pax.peaceagreements.org/agreements/local/2158,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2071,2,Grassroots Agreement to Promote National Dialogue in Yei River State and South Sudan,2017-04-30,Multiparty signed/agreed,3.0,28290,IntraLocal,SubPar,MultIss,"Commissioners of Yei River State 

Hon. Denis LaSuba Paul, Yei River County [signed]
Hon. Richard Remo Soro, Morobo County [signed]
Hon. Natalino Lasuba, Commissioner, County [signed]


SPLA – IO, YEI RIVER STATE 

Brig Gen. Hillary Edson T. Yakani SPLA – IO YRS [signed]
Brig Gen. Yuma Sebastian, SPLA – IO YRS [signed]
Col. John Data Taban, SPLA – IO YRS [signed]

 
National Security Representative 

Major James Alor Majok [signed]


Representative of the Embassy of the Republic of South Sudan in Uganda 

Emmanuel [illegible], 1st Secretary [signed]
Philip Maluil Akol, 1st Technical Secretary [signed]
Joseph Ochera, Technical Attaché' [signed]","Church Mediation Team 

Most Rev. Bishop Elias Taban, leader of the Mediation Team [signed]
Rev. Anngrace Asha Taban [signed]
Rev. Michael Alias [signed]
Elder Victor Lemeri [signed]


Elders from Uganda 

Ambe George Wilson – Elder Koboko, Uganda [signed]
Muzamil Amule, Elder Koboko Uganda [signed]


Representative of Yei Community Forum for Dialogue and Peace 

Hon. Jacob Aligo Lo – Ladu, YCFDP Founder [signed]","Page 14, Preamble
...
2. Committed to the Presidential Amnesty to armed groups who have accepted dialogue; recognized the phase I grassroots agreement and the approved phase II to be rolled out.",SSD,,626,,11345.0,,,,No,1,0,0,0,Y,Yei River State,Region,4.078562,30.67312,Y,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,Grassroots Agreement to Promote National Dialogue in Yei River State and South Sudan (2017-04-30),2017,"Framework-substantive, partial",,https://pax.peaceagreements.org/agreements/2071/,https://pax.peaceagreements.org/media/documents/ag2071_5ca7554c7903a.pdf,https://pax.peaceagreements.org/agreements/local/2071,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=151&search_type=advanced-local
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2312,4,Resolutions of Oguruny and Haforiere Peace Dialogue and Reconciliation,2017-04-30,Multiparty signed/agreed,5.0,3308,IntraLocal,SubPar,MultIss,"Haforiere

[Unsigned]
Representative of Monyomiji

[Unsigned]
Aurelia Asayuk
Landlord of Haforiere-Fwarra

[Unsigned]
Adelio Otturo Ocho
Landlord of Haoriere-Haworu

[Unsigned]
Chief of Haforiere

Oguruny

[Unsigned]
Representative of Monyomiji

[Unsigned]
Regine Valiriano
Landlord of Oguruny

[Unigned]
Chief of Oguruny","Witness

[Unsigned]
Representative of Hiyala Monyomiji","Recognizing the resolutions of HITO (Hiyala, lkwoto, Oudo) 2016 and the peace made between our landlords on 25th April 2017",SSD,,626,,11345.0,,,,No,0,0,1,0,N,Haforiere and Oguruny,Region,4.42,32.861,N,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Resolutions of Oguruny and Haforiere Peace Dialogue and Reconciliation (2017-04-30),2017,"Framework-substantive, partial",This agreement between communities commits them to cease revenge killings and cattle raiding.  The communities also agree to pay compensation and surrender guns.,https://pax.peaceagreements.org/agreements/2312/,https://pax.peaceagreements.org/media/documents/ag2312_5ef35f570a492.pdf,https://pax.peaceagreements.org/agreements/local/2312,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=151&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,1955,2,Reconciliation Agreement between the Zintan and Mashashiyya Tribes,2017-05-18,Multiparty signed/agreed,2.0,4244,IntraLocal,SubPar,MultIss,"Mashashiyya Tribe[13 signatories] 
Reconciliation Council [4 signatories] 
Zintan Tribe [9 signatories] 
Al-Qantrar [7 signatories] 
Neighbouring Areas [3 signatories] 

The reconciliation council is comprised of:  
Warfallah Tribe, Tarhunah Tribe, Gharyan Tribe, Gadhdhafiyya Tribe, Sa’iyan, Rajban, Jadu, al- Asabi’ah, al-Ruhaybat, al-Qawalish, al-Hawamid, al-Zuwayyah Tribe, Burqah Tribes.",,,LBY,,620,,11346.0,,,,No,1,0,0,0,Y,"al-‘Awiniyya, ‘Umur, Zawiyya",Region,32.431756,12.533279,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,Reconciliation Agreement between the Zintan and Mashashiyya Tribes (2017-05-18),2017,"Framework-substantive, partial","Agreement made between tribal parties, elders and reconciliation council regarding refugee return to and from specified locations; the removal of armed groups; the opening of roads; the hand over of wanted persons in accordance with law. In addition, the agreement specified the tasks of the Reconciliation Council, including missing persons, trial, investigation into misdeeds and 'blood'. The agreement is considered violated if one party allies themselves with another third party for the purpose of attacking the other party to this agreement.",https://pax.peaceagreements.org/agreements/1955/,https://pax.peaceagreements.org/media/documents/ag1955_5b367c9d07334.pdf,https://pax.peaceagreements.org/agreements/local/1955,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,2222,2,Final Agreement between Zintan and Mashashiyya,2017-05-18,Multiparty signed/agreed,2.0,4647,IntraLocal,SubPar,MultIss,"The reconciliation committee is made up of the following areas: Wirfala, Tarhunah, Ghriyan, al- Qadhadhifah, Al Say’an, Al Rajbam, Jadu, al-Asabi’ah, Al Wijaibat, Al Fawalish, al-Hawamid, al- Zawiyyah, and the tribes of Barqah. 

Agreement does not have signatories, but is approved by the head of the committee.",,,LBY,,620,,11346.0,,,,No,1,0,0,0,Y,"al-Awinah, Awmar, Zawiyyah al-Baqoul, Mizdah",Region,32.496052,12.567581,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,Final Agreement between Zintan and Mashashiyya (2017-05-18),2017,"Framework-substantive, partial","Agreement addresses the areas of al-Awinah, Awmar, Zawiyyah, al-Baqoul, and Mizdah between multiple tribes. Agreement provides for: (1) displaced persons; (2) opening and securing roads; (3) lifting of social cover; (4) reparation and reconstruction; (5) end of property conflicts by law; (6) investigation into killings and missing persons.",https://pax.peaceagreements.org/agreements/2222/,https://pax.peaceagreements.org/media/documents/ag2222_5cf6df8b3b36b.pdf,https://pax.peaceagreements.org/agreements/local/2222,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),1962,2,Agreement on Cessation of Hostilities between the Youth of Dinka Bor and Murle Communities,2017-05-23,Multiparty signed/agreed,3.0,4709,IntraLocal,Cea,Ceas,"Hon. Sultan Ismail Konyi, Governor of Boma 
Hon. Philip AguerPangyan, State Governor of Jonglei State","Hon. Chuol Rambang, Chairperson of the South Sudan Peace and Reconciliation Commission
Hon. Michael Chiangjiek, Minister of Interior
Hon Tuk Gatluak, Presidential Adviser on Security Affairs
H.E David Shearer, Special Representative of the Secretary General of the United Nations",,SSD,,626,,11345.0,,,,No,1,0,0,0,Y,Boma and Jonglei states,Region,6.211721,31.56518,Y,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,Agreement on Cessation of Hostilities between the Youth of Dinka Bor and Murle Communities (2017-05-23),2017,Ceasefire,This agreement commits the Dinka Bor and Murle communities to cease hostilities and create a committee to ensure compliance.,https://pax.peaceagreements.org/agreements/1962/,https://pax.peaceagreements.org/media/documents/ag1962_5b59eb3ce1efb.pdf,https://pax.peaceagreements.org/agreements/local/1962,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=151&search_type=advanced-local
Nigeria,Inter-group,152,Nigeria - local agreements,Africa (excl MENA),2233,3,"Oyo State Workshop Resolutions on the Promotion of Community Dialogue, Conflict Resolution and Peacebuilding for Share and Tsaragi Communities",2017-06-01,Multiparty signed/agreed,3.0,4044,IntraLocal,SubPar,MultIss,,,,NGA,,475,,,,,,No,1,0,0,0,N,Ilorin,Smaller,8.484256,4.536828,Y,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,"Oyo State Workshop Resolutions on the Promotion of Community Dialogue, Conflict Resolution and Peacebuilding for Share and Tsaragi Communities (2017-06-01)",2017,"Framework-substantive, partial",This agreement contains commitments to consolidate peace following a workshop between the Share and Tsaragi communities. The agreement is from page 8-10 following a summary of the workshop proceedings.,https://pax.peaceagreements.org/agreements/2233/,https://pax.peaceagreements.org/media/documents/ag2233_5d309ed67e3ba.pdf,https://pax.peaceagreements.org/agreements/local/2233,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=152&search_type=advanced-local
